Population,ID,Prob,P,Q
8,201,1,54,0
8,201,5,51,0
8,201,10,58,0
8,202,0,55,0
8,202,1,58,0
8,202,5,55,0
8,202,10,62,0
8,91,0,51,-131
8,91,1,54,-131
8,91,5,51,-131
8,91,10,58,-131
8,120,0,55,40
8,120,1,58,40
8,120,5,55,40
8,120,10,62,40
8,88,0,51,-103
8,88,1,54,-148
8,88,5,51,-103
8,88,10,58,-148
8,139,0,55,39
8,139,1,58,39
8,139,5,55,39
8,139,10,62,39
8,101,0,55,39
8,101,1,58,39
8,101,10,62,39
8,85,0,51,-125
8,85,1,54,-125
8,85,5,51,-125
8,85,10,58,-125
8,94,0,51,-108
8,94,1,54,-108
8,94,5,51,-108
8,94,10,58,-108
8,177,0,55,36
8,177,1,58,36
8,177,5,55,36
8,131,0,55,36
8,131,1,58,36
8,131,5,55,36
8,138,0,55,39
8,138,1,58,39
8,138,5,55,39
8,138,10,62,39
8,1,0,51,38
8,1,1,54,38
8,1,5,51,38
8,1,10,58,33
8,53,0,51,39
8,53,1,54,37
8,53,5,51,39
8,53,10,58,37
8,32,0,51,39
8,32,1,54,39
8,32,5,51,39
8,32,10,58,39
8,115,0,55,41
8,115,1,58,38
8,115,5,55,41
8,115,10,62,38
8,127,0,55,39
8,127,1,58,36
8,127,5,55,39
8,127,10,62,36
8,18,0,51,43
8,18,1,54,43
8,18,5,51,43
8,18,10,58,43
8,171,0,55,41
8,171,1,58,41
8,171,5,55,41
8,171,10,62,41
8,62,0,51,39
8,62,1,54,39
8,62,5,51,39
8,62,10,58,39
8,126,0,55,36
8,126,1,58,36
8,126,5,55,36
8,126,10,62,36
8,194,0,55,-165
8,194,1,58,-165
8,194,5,55,-165
8,194,10,62,-165
8,119,0,55,40
8,119,1,58,40
8,119,5,55,40
8,75,0,51,-118
8,75,1,54,-118
8,75,5,51,-118
8,75,10,58,-102
8,69,0,51,-119
8,69,1,54,-119
8,69,5,51,-119
8,69,10,58,-119
8,100,0,51,-157
8,100,1,54,-157
8,100,10,58,-157
8,134,0,55,38
8,134,1,58,34
8,134,5,55,38
8,134,10,62,34
8,185,0,55,39
8,185,1,58,39
8,185,5,55,39
8,185,10,62,36
8,92,0,51,-340
8,92,1,54,-340
8,92,5,51,-340
8,92,10,58,-340
8,11,0,51,40
8,11,1,54,40
8,11,5,51,40
8,11,10,58,40
8,87,0,51,-104
8,87,1,54,-104
8,87,5,51,-104
8,87,10,58,-104
8,112,0,55,42
8,112,1,58,42
8,112,5,55,42
8,178,0,55,40
8,178,1,58,40
8,178,5,55,40
8,178,10,62,40
8,105,0,55,38
8,105,1,58,38
8,105,5,55,38
8,105,10,62,38
8,124,0,55,41
8,124,1,58,41
8,124,5,55,41
8,124,10,62,41
8,30,0,51,37
8,30,1,54,37
8,30,5,51,37
8,30,10,58,37
8,117,0,55,42
8,117,1,58,40
8,117,5,55,42
8,117,10,62,40
8,188,0,55,43
8,188,1,58,41
8,188,5,55,43
8,188,10,62,41
8,118,0,55,42
8,118,1,58,42
8,118,5,55,42
8,118,10,62,42
8,190,0,55,35
8,190,1,58,35
8,190,5,55,35
8,190,10,62,35
8,104,0,55,37
8,104,1,58,37
8,104,5,55,37
8,104,10,62,36
8,150,0,55,40
8,150,1,58,38
8,150,5,55,40
8,150,10,62,38
8,158,0,55,37
8,158,1,58,37
8,158,5,55,37
8,158,10,62,37
8,110,0,55,34
8,110,1,58,34
8,110,5,55,34
8,110,10,62,34
8,169,0,55,37
8,169,1,58,37
8,169,10,62,37
8,107,0,55,37
8,107,1,58,37
8,107,5,55,37
8,163,0,55,41
8,163,1,58,41
8,163,5,55,41
8,163,10,62,41
8,196,0,55,-150
8,196,1,58,-150
8,196,5,55,-150
8,196,10,62,-150
8,122,0,55,41
8,122,1,58,41
8,122,5,55,41
8,93,0,51,-110
8,93,1,54,-110
8,93,5,51,-110
8,93,10,58,-117
8,13,0,51,38
8,13,1,54,38
8,13,5,51,38
8,13,10,58,38
8,141,0,55,39
8,141,1,58,39
8,141,5,55,39
8,141,10,62,39
8,157,0,55,44
8,157,1,58,44
8,157,5,55,44
8,157,10,62,44
8,133,0,55,46
8,133,1,58,46
8,133,5,55,46
8,133,10,62,46
8,67,0,51,-128
8,67,1,54,-128
8,67,5,51,-128
8,15,0,51,41
8,15,1,54,41
8,15,5,51,41
8,15,10,58,41
8,142,0,55,41
8,142,1,58,41
8,142,5,55,41
8,142,10,62,41
8,29,0,51,37
8,29,1,54,37
8,29,5,51,37
8,29,10,58,37
8,95,0,51,-101
8,95,1,54,-101
8,95,5,51,-101
8,95,10,58,-106
8,149,0,55,41
8,149,1,58,41
8,149,5,55,41
8,149,10,62,38
8,192,0,55,-125
8,192,1,58,-125
8,192,5,55,-125
8,192,10,62,-125
8,40,0,51,39
8,40,1,54,39
8,40,5,51,39
8,40,10,58,37
8,26,0,51,38
8,26,1,54,38
8,26,5,51,38
8,26,10,58,38
8,135,0,55,36
8,135,1,58,36
8,135,5,55,36
8,135,10,62,36
8,65,0,51,41
8,65,1,54,41
8,65,5,51,41
8,65,10,58,41
8,164,0,55,39
8,164,1,58,39
8,164,5,55,39
8,164,10,62,34
8,147,0,55,37
8,147,1,58,37
8,147,5,55,37
8,147,10,62,37
8,50,0,51,40
8,50,1,54,40
8,50,5,51,40
8,50,10,58,39
8,121,0,55,43
8,121,1,58,41
8,121,5,55,43
8,121,10,62,41
8,153,0,55,37
8,153,1,58,37
8,153,5,55,37
8,153,10,62,37
8,180,0,55,37
8,180,1,58,37
8,180,5,55,37
8,180,10,62,37
8,35,0,51,38
8,35,1,54,38
8,35,5,51,38
8,35,10,58,38
8,70,0,51,-115
8,70,1,54,-115
8,70,5,51,-115
8,165,0,55,39
8,165,1,58,39
8,165,5,55,39
8,165,10,62,38
8,162,0,55,37
8,162,1,58,37
8,162,5,55,37
8,162,10,62,37
8,54,0,51,39
8,54,1,54,37
8,54,5,51,39
8,54,10,58,37
8,168,0,55,40
8,168,1,58,40
8,168,5,55,40
8,168,10,62,40
8,44,0,51,39
8,44,1,54,39
8,44,5,51,39
8,44,10,58,39
8,197,0,55,-114
8,197,1,58,-114
8,197,10,62,-114
8,61,0,51,41
8,61,1,54,41
8,61,5,51,41
8,61,10,58,39
8,25,0,51,38
8,25,1,54,38
8,25,5,51,38
8,25,10,58,38
8,193,0,55,-114
8,193,1,58,-114
8,193,5,55,-114
8,193,10,62,-114
8,114,0,55,39
8,114,1,58,39
8,114,5,55,39
8,114,10,62,39
8,80,0,51,-129
8,80,1,54,-129
8,80,5,51,-129
8,80,10,58,-129
8,81,0,51,-120
8,81,1,54,-120
8,81,5,51,-120
8,81,10,58,-120
8,160,0,55,43
8,160,1,58,40
8,160,5,55,43
8,16,0,51,38
8,16,1,54,38
8,16,5,51,38
8,16,10,58,38
8,159,0,55,39
8,159,5,55,39
8,159,10,62,39
8,90,0,51,-157
8,90,5,51,-157
8,39,0,51,36
8,39,1,54,36
8,39,5,51,36
8,39,10,58,32
8,56,0,51,40
8,56,1,54,40
8,56,5,51,40
8,56,10,58,40
8,83,0,51,-119
8,83,1,54,-96
8,83,5,51,-119
8,106,0,55,40
8,106,1,58,40
8,106,5,55,40
8,106,10,62,40
8,123,0,55,41
8,123,1,58,41
8,123,5,55,41
8,123,10,62,41
8,9,0,51,42
8,9,1,54,40
8,9,5,51,42
8,9,10,58,40
8,48,0,51,36
8,48,1,54,35
8,48,5,51,36
8,48,10,58,35
8,4,0,51,41
8,4,1,54,41
8,4,5,51,41
8,181,0,55,39
8,181,1,58,39
8,181,5,55,39
8,181,10,62,39
8,199,0,55,-111
8,199,1,58,-111
8,199,5,55,-111
8,199,10,62,-121
8,173,0,55,39
8,173,1,58,39
8,173,10,62,39
8,24,0,51,39
8,24,1,54,39
8,24,5,51,39
8,24,10,58,39
8,2,0,51,40
8,2,1,54,40
8,2,5,51,40
8,2,10,58,38
8,28,0,51,40
8,28,1,54,40
8,28,5,51,40
8,28,10,58,40
8,19,0,51,36
8,19,1,54,36
8,19,5,51,36
8,19,10,58,36
8,130,0,55,38
8,130,1,58,38
8,130,5,55,38
8,130,10,62,38
8,136,0,55,41
8,136,1,58,41
8,136,5,55,41
8,136,10,62,41
8,57,0,51,38
8,57,1,54,38
8,57,5,51,38
8,182,0,55,42
8,182,1,58,40
8,182,5,55,42
8,182,10,62,40
8,7,0,51,36
8,7,1,54,36
8,7,5,51,36
8,7,10,58,32
8,8,0,51,40
8,8,1,54,40
8,8,5,51,40
8,8,10,58,40
8,111,0,55,42
8,111,1,58,42
8,111,5,55,42
8,111,10,62,41
8,200,0,55,-126
8,200,1,58,-126
8,200,5,55,-126
8,200,10,62,-126
8,76,0,51,-129
8,76,1,54,-129
8,76,5,51,-129
8,76,10,58,-129
8,73,0,51,-135
8,73,1,54,-164
8,73,5,51,-135
8,73,10,58,-164
8,176,0,55,39
8,176,1,58,39
8,176,5,55,39
8,176,10,62,36
8,41,0,51,39
8,41,1,54,39
8,41,5,51,39
8,41,10,58,39
8,113,0,55,43
8,113,1,58,43
8,113,5,55,43
8,113,10,62,43
8,55,0,51,37
8,55,1,54,37
8,55,5,51,37
8,55,10,58,37
8,10,0,51,39
8,10,1,54,39
8,10,5,51,39
8,10,10,58,39
8,103,0,55,40
8,103,1,58,40
8,103,5,55,40
8,103,10,62,37
8,17,0,51,39
8,17,1,54,39
8,17,5,51,39
8,17,10,58,39
8,187,0,55,39
8,187,1,58,39
8,187,5,55,39
8,187,10,62,38
8,27,0,51,39
8,27,1,54,39
8,27,5,51,39
8,155,0,55,36
8,155,1,58,36
8,155,5,55,36
8,155,10,62,36
8,47,0,51,36
8,47,1,54,36
8,47,5,51,36
8,47,10,58,36
8,46,0,51,41
8,46,1,54,41
8,46,10,58,38
8,51,0,51,42
8,51,1,54,42
8,51,5,51,42
8,51,10,58,42
8,49,0,51,42
8,49,1,54,42
8,49,5,51,42
8,49,10,58,42
8,174,0,55,41
8,174,1,58,41
8,174,5,55,41
8,174,10,62,38
8,128,0,55,37
8,128,1,58,37
8,128,5,55,37
8,128,10,62,37
8,72,0,51,-122
8,72,1,54,-122
8,72,5,51,-122
8,72,10,58,-122
8,34,0,51,42
8,34,1,54,42
8,34,5,51,42
8,34,10,58,42
8,145,0,55,44
8,145,1,58,44
8,145,5,55,44
8,145,10,62,44
8,116,0,55,39
8,116,1,58,39
8,116,5,55,39
8,60,0,51,40
8,60,1,54,40
8,60,5,51,40
8,60,10,58,40
8,68,0,51,-127
8,68,1,54,-127
8,68,5,51,-127
8,68,10,58,-101
8,129,0,55,41
8,129,1,58,41
8,129,5,55,41
8,129,10,62,41
8,86,0,51,-143
8,86,1,54,-109
8,86,5,51,-143
8,86,10,58,-174
8,38,0,51,38
8,38,1,54,38
8,38,5,51,38
8,38,10,58,36
8,59,0,51,41
8,59,1,54,39
8,59,5,51,41
8,59,10,58,39
8,98,0,51,-194
8,98,1,54,-194
8,98,5,51,-194
8,74,0,51,-115
8,74,1,54,-100
8,74,5,51,-115
8,74,10,58,-129
8,82,0,51,-131
8,82,1,54,-131
8,82,5,51,-131
8,82,10,58,-131
8,84,0,51,-199
8,84,1,54,-199
8,84,5,51,-199
8,84,10,58,-199
8,89,0,51,-171
8,89,1,54,-171
8,89,5,51,-171
8,89,10,58,-171
8,20,0,51,42
8,20,1,54,42
8,20,5,51,42
8,20,10,58,42
8,23,0,51,40
8,23,1,54,40
8,23,5,51,40
8,23,10,58,40
8,43,0,51,42
8,43,1,54,42
8,43,10,58,42
8,97,0,51,-132
8,97,1,54,-132
8,97,10,58,-158
8,63,0,51,46
8,63,1,54,46
8,63,5,51,46
8,63,10,58,44
8,36,0,51,40
8,36,1,54,40
8,36,5,51,40
8,36,10,58,40
8,6,0,51,40
8,6,1,54,40
8,6,5,51,40
8,6,10,58,40
8,14,0,51,41
8,14,1,54,41
8,14,5,51,41
8,14,10,58,41
8,108,0,55,40
8,108,1,58,36
8,108,5,55,40
8,108,10,62,36
8,37,0,51,41
8,37,1,54,41
8,37,10,58,41
8,132,0,55,39
8,132,1,58,39
8,132,5,55,39
8,132,10,62,39
8,154,0,55,41
8,154,1,58,41
8,154,5,55,41
8,154,10,62,41
8,191,0,55,-121
8,191,1,58,-121
8,191,5,55,-121
8,191,10,62,-121
8,64,0,51,39
8,64,1,54,37
8,64,5,51,39
8,161,0,55,34
8,161,1,58,34
8,161,5,55,34
8,161,10,62,34
8,21,0,51,42
8,21,1,54,42
8,21,5,51,42
8,21,10,58,42
8,42,0,51,41
8,42,1,54,41
8,42,5,51,41
8,42,10,58,41
8,172,0,55,38
8,172,1,58,38
8,172,5,55,38
8,172,10,62,38
8,143,0,55,38
8,143,1,58,38
8,143,5,55,38
8,143,10,62,38
8,166,0,55,37
8,166,1,58,37
8,166,5,55,37
8,166,10,62,37
8,198,0,55,-116
8,198,1,58,-125
8,198,5,55,-116
8,198,10,62,-125
8,45,0,51,43
8,45,1,54,41
8,45,5,51,43
8,45,10,58,41
8,167,0,55,39
8,167,1,58,39
8,167,5,55,39
8,167,10,62,39
8,58,0,51,40
8,58,1,54,38
8,58,5,51,40
8,58,10,58,38
8,186,0,55,43
8,186,1,58,43
8,186,5,55,43
8,186,10,62,43
8,33,0,51,39
8,33,1,54,39
8,33,5,51,39
8,33,10,58,36
8,5,0,51,40
8,5,1,54,40
8,5,5,51,40
8,5,10,58,37
8,175,0,55,41
8,175,1,58,41
8,175,5,55,41
8,175,10,62,41
8,195,0,55,-165
8,195,1,58,-165
8,195,5,55,-165
8,195,10,62,-165
8,179,0,55,38
8,179,1,58,38
8,179,5,55,38
8,179,10,62,38
8,152,0,55,36
8,152,1,58,33
8,152,5,55,36
8,152,10,62,33
8,140,0,55,41
8,140,1,58,41
8,140,5,55,41
8,140,10,62,41
8,148,0,55,35
8,148,1,58,35
8,148,5,55,35
8,148,10,62,35
8,71,0,51,-118
8,71,1,54,-118
8,71,5,51,-118
8,71,10,58,-118
8,146,0,55,38
8,146,1,58,38
8,146,5,55,38
8,146,10,62,35
8,77,0,51,-119
8,77,1,54,-119
8,77,5,51,-119
8,109,0,55,40
8,109,1,58,40
8,109,5,55,40
8,109,10,62,40
8,102,0,55,40
8,102,1,58,40
8,102,10,62,40
8,22,0,51,38
8,22,1,54,38
8,22,5,51,38
8,22,10,58,38
8,96,0,51,-137
8,96,1,54,-137
8,96,5,51,-137
8,96,10,58,-137
8,170,0,55,41
8,170,1,58,41
8,170,5,55,41
8,170,10,62,41
8,151,0,55,35
8,151,1,58,35
8,151,5,55,35
8,66,0,51,-133
8,66,1,54,-133
8,66,5,51,-133
8,66,10,58,-133
8,184,0,55,36
8,184,1,58,36
8,184,5,55,36
8,184,10,62,33
8,183,0,55,40
8,183,1,58,40
8,183,5,55,40
8,183,10,62,38
8,31,0,51,42
8,31,1,54,42
8,31,5,51,42
8,31,10,58,42
8,52,0,51,40
8,52,1,54,40
8,52,5,51,40
8,52,10,58,38
8,78,0,51,-122
8,78,1,54,-122
8,78,5,51,-122
8,78,10,58,-122
8,12,0,51,41
8,12,1,54,41
8,12,5,51,41
8,12,10,58,41
8,137,0,55,36
8,137,1,58,36
8,137,5,55,36
8,137,10,62,36
8,189,0,55,42
8,189,1,58,40
8,189,5,55,42
8,189,10,62,40
8,144,0,55,42
8,144,1,58,42
8,144,5,55,42
8,144,10,62,42
8,156,0,55,39
8,156,1,58,35
8,156,5,55,39
8,156,10,62,35
8,3,0,51,43
8,3,1,54,43
8,3,5,51,43
8,3,10,58,43
8,125,0,55,37
8,125,1,58,37
8,125,5,55,37
8,99,0,51,-123
8,99,1,54,-123
8,99,5,51,-123
8,99,10,58,-123
8,79,0,51,-130
8,79,1,54,-130
8,79,5,51,-130
8,79,10,58,-130
9,203,0,51,0
9,203,1,54,0
9,203,5,47,0
9,203,10,55,0
9,202,0,53,0
9,202,1,56,0
9,202,5,49,0
9,202,10,57,0
9,201,0,49,0
9,201,1,52,0
9,201,5,45,0
9,201,10,53,0
9,110,0,53,39
9,110,1,56,39
9,110,5,49,39
9,110,10,57,39
9,81,0,49,-113
9,81,1,52,-113
9,81,5,45,-97
9,81,10,53,-113
9,45,0,49,37
9,45,1,52,37
9,45,5,45,37
9,45,10,53,37
9,64,0,49,42
9,64,1,52,42
9,64,5,45,42
9,64,10,53,42
9,27,0,49,40
9,27,1,52,40
9,27,5,45,40
9,27,10,53,40
9,32,0,49,40
9,32,1,52,40
9,32,5,45,40
9,32,10,53,40
9,195,0,53,-108
9,195,1,56,-108
9,195,5,49,-108
9,195,10,57,-108
9,69,0,49,-138
9,69,1,52,-138
9,69,5,45,-138
9,69,10,53,-138
9,84,0,49,-138
9,84,1,52,-138
9,84,5,45,-138
9,84,10,53,-138
9,135,0,53,35
9,135,1,56,35
9,135,5,49,35
9,135,10,57,35
9,172,0,53,44
9,172,1,56,43
9,172,5,49,44
9,172,10,57,43
9,180,0,53,40
9,180,1,56,40
9,180,5,49,41
9,180,10,57,40
9,157,0,53,41
9,157,1,56,39
9,157,5,49,41
9,157,10,57,39
9,8,0,49,41
9,8,1,52,41
9,8,5,45,41
9,8,10,53,41
9,143,0,53,36
9,143,1,56,36
9,143,5,49,40
9,143,10,57,36
9,76,0,49,-147
9,76,1,52,-147
9,76,5,45,-147
9,76,10,53,-147
9,103,0,53,40
9,103,1,56,40
9,103,5,49,40
9,103,10,57,40
9,88,0,49,-119
9,88,1,52,-119
9,88,5,45,-119
9,88,10,53,-119
9,108,0,53,37
9,108,1,56,37
9,108,5,49,37
9,108,10,57,37
9,129,0,53,38
9,129,1,56,38
9,129,5,49,38
9,177,0,53,39
9,177,1,56,39
9,177,5,49,39
9,177,10,57,39
9,152,0,53,41
9,152,1,56,41
9,152,5,49,41
9,152,10,57,41
9,117,0,53,41
9,117,1,56,41
9,117,5,49,41
9,28,0,49,42
9,28,1,52,42
9,28,5,45,42
9,28,10,53,42
9,121,0,53,40
9,121,1,56,40
9,121,5,49,41
9,121,10,57,40
9,38,0,49,41
9,38,1,52,39
9,38,5,45,41
9,38,10,53,39
9,67,0,49,-123
9,67,1,52,-123
9,67,5,45,-123
9,67,10,53,-105
9,12,0,49,40
9,12,1,52,40
9,12,5,45,40
9,12,10,53,40
9,48,0,49,42
9,48,1,52,42
9,48,5,45,42
9,48,10,53,42
9,60,0,49,38
9,60,1,52,38
9,60,5,45,38
9,60,10,53,38
9,52,0,49,42
9,52,1,52,42
9,52,5,45,42
9,52,10,53,41
9,96,0,49,-152
9,96,1,52,-152
9,96,5,45,-81
9,96,10,53,-152
9,151,0,53,39
9,151,1,56,39
9,151,5,49,39
9,151,10,57,39
9,24,0,49,40
9,24,1,52,40
9,24,5,45,40
9,24,10,53,40
9,186,0,53,40
9,186,1,56,40
9,186,5,49,40
9,186,10,57,40
9,46,0,49,38
9,46,1,52,38
9,46,5,45,38
9,46,10,53,38
9,14,0,49,36
9,14,1,52,36
9,14,5,45,36
9,14,10,53,36
9,198,0,53,-112
9,198,1,56,-112
9,198,5,49,-92
9,198,10,57,-112
9,80,0,49,-132
9,80,1,52,-132
9,80,5,45,-132
9,169,0,53,40
9,169,1,56,40
9,169,5,49,40
9,169,10,57,40
9,62,0,49,42
9,62,1,52,42
9,62,5,45,42
9,62,10,53,42
9,113,0,53,37
9,113,1,56,37
9,113,5,49,37
9,23,0,49,39
9,23,1,52,39
9,23,5,45,39
9,23,10,53,39
9,1,0,49,36
9,1,1,52,36
9,1,5,45,36
9,1,10,53,36
9,57,0,49,40
9,57,1,52,40
9,57,5,45,40
9,22,0,49,41
9,22,1,52,41
9,22,5,45,41
9,22,10,53,41
9,145,0,53,37
9,145,1,56,37
9,145,5,49,37
9,145,10,57,37
9,192,0,53,-122
9,192,1,56,-122
9,192,5,49,-122
9,192,10,57,-122
9,125,0,53,37
9,125,1,56,37
9,125,5,49,37
9,125,10,57,37
9,132,0,53,36
9,132,1,56,36
9,132,10,57,36
9,155,0,53,35
9,155,1,56,35
9,155,5,49,37
9,155,10,57,35
9,184,0,53,40
9,184,1,56,40
9,184,5,49,40
9,184,10,57,40
9,33,0,49,40
9,33,1,52,40
9,33,5,45,40
9,33,10,53,38
9,83,0,49,-117
9,83,1,52,-117
9,83,5,45,-117
9,83,10,53,-117
9,154,0,53,38
9,154,1,56,35
9,154,5,49,38
9,154,10,57,35
9,66,0,49,-152
9,66,5,45,-152
9,66,10,53,-152
9,189,0,53,41
9,189,1,56,39
9,189,5,49,41
9,189,10,57,39
9,99,0,49,-156
9,99,1,52,-156
9,99,5,45,-74
9,99,10,53,-156
9,162,0,53,40
9,162,1,56,37
9,162,5,49,40
9,162,10,57,37
9,11,0,49,42
9,11,1,52,42
9,11,5,45,42
9,11,10,53,42
9,18,0,49,39
9,18,1,52,39
9,18,5,45,39
9,149,0,53,40
9,149,1,56,40
9,149,5,49,41
9,149,10,57,40
9,54,0,49,37
9,54,1,52,37
9,54,5,45,37
9,54,10,53,37
9,5,0,49,39
9,5,1,52,39
9,5,5,45,39
9,5,10,53,39
9,34,0,49,40
9,34,1,52,40
9,34,10,53,40
9,50,0,49,39
9,50,1,52,36
9,50,5,45,39
9,50,10,53,36
9,2,0,49,39
9,2,1,52,39
9,2,5,45,39
9,2,10,53,39
9,167,0,53,36
9,167,1,56,36
9,167,5,49,36
9,200,0,53,-122
9,200,1,56,-122
9,200,5,49,-122
9,200,10,57,-122
9,159,0,53,38
9,159,1,56,38
9,159,5,49,38
9,159,10,57,38
9,15,0,49,38
9,15,1,52,38
9,15,5,45,38
9,15,10,53,38
9,146,0,53,40
9,146,1,56,38
9,146,5,49,40
9,146,10,57,38
9,160,0,53,39
9,160,1,56,39
9,160,5,49,39
9,136,0,53,41
9,136,1,56,39
9,136,5,49,41
9,136,10,57,39
9,168,0,53,41
9,168,1,56,41
9,168,5,49,41
9,168,10,57,41
9,41,0,49,36
9,41,1,52,36
9,41,5,45,36
9,41,10,53,36
9,74,0,49,-120
9,74,1,52,-120
9,74,5,45,-120
9,74,10,53,-120
9,112,0,53,40
9,112,1,56,40
9,112,5,49,40
9,112,10,57,40
9,185,0,53,42
9,185,5,49,42
9,185,10,57,39
9,174,0,53,38
9,174,1,56,38
9,174,5,49,38
9,174,10,57,38
9,147,0,53,39
9,147,1,56,39
9,147,5,49,41
9,147,10,57,39
9,98,0,49,-124
9,98,1,52,-124
9,98,5,45,-124
9,98,10,53,-124
9,58,0,49,42
9,58,1,52,42
9,58,5,45,42
9,58,10,53,42
9,43,0,49,43
9,43,1,52,43
9,43,5,45,43
9,43,10,53,43
9,114,0,53,41
9,114,1,56,39
9,114,5,49,41
9,114,10,57,39
9,120,0,53,37
9,120,1,56,37
9,120,5,49,37
9,120,10,57,37
9,171,0,53,39
9,171,1,56,39
9,171,5,49,39
9,171,10,57,39
9,166,0,53,39
9,166,1,56,37
9,166,5,49,39
9,166,10,57,37
9,137,0,53,41
9,137,1,56,41
9,137,5,49,41
9,137,10,57,41
9,163,0,53,38
9,163,1,56,38
9,163,5,49,38
9,163,10,57,38
9,196,0,53,-122
9,196,1,56,-137
9,196,5,49,-122
9,196,10,57,-137
9,175,0,53,40
9,175,1,56,40
9,175,5,49,40
9,175,10,57,40
9,101,0,53,38
9,101,1,56,38
9,101,5,49,38
9,101,10,57,38
9,109,0,53,40
9,109,1,56,40
9,109,5,49,40
9,109,10,57,40
9,40,0,49,40
9,40,1,52,40
9,40,5,45,40
9,127,0,53,38
9,127,1,56,38
9,127,5,49,38
9,68,0,49,-150
9,68,1,52,-150
9,68,5,45,-129
9,68,10,53,-150
9,191,0,53,-192
9,191,1,56,-192
9,191,5,49,-192
9,191,10,57,-192
9,3,0,49,43
9,3,1,52,43
9,3,5,45,43
9,179,0,53,43
9,179,1,56,41
9,179,5,49,43
9,179,10,57,41
9,93,0,49,-105
9,93,1,52,-105
9,93,5,45,-105
9,93,10,53,-105
9,111,0,53,38
9,111,1,56,38
9,111,5,49,38
9,111,10,57,38
9,47,0,49,40
9,47,1,52,40
9,47,5,45,40
9,47,10,53,40
9,164,0,53,40
9,164,1,56,40
9,164,5,49,40
9,164,10,57,40
9,144,0,53,39
9,144,1,56,39
9,144,5,49,39
9,144,10,57,39
9,92,0,49,-140
9,92,1,52,-140
9,92,5,45,-140
9,92,10,53,-140
9,119,0,53,36
9,119,1,56,34
9,119,5,49,36
9,39,0,49,39
9,39,1,52,39
9,39,5,45,39
9,102,0,53,40
9,102,1,56,40
9,102,10,57,40
9,140,0,53,41
9,140,1,56,41
9,140,5,49,41
9,140,10,57,41
9,16,0,49,41
9,16,1,52,37
9,16,5,45,41
9,16,10,53,37
9,158,0,53,35
9,158,1,56,35
9,158,5,49,35
9,158,10,57,35
9,116,0,53,40
9,116,1,56,40
9,116,5,49,40
9,116,10,57,40
9,21,0,49,39
9,21,1,52,39
9,21,5,45,39
9,21,10,53,39
9,182,0,53,37
9,182,1,56,37
9,182,5,49,40
9,182,10,57,37
9,19,0,49,41
9,19,1,52,41
9,19,5,45,41
9,19,10,53,41
9,124,0,53,36
9,124,1,56,36
9,124,5,49,36
9,124,10,57,36
9,176,0,53,41
9,176,1,56,41
9,176,5,49,41
9,176,10,57,41
9,85,0,49,-104
9,85,1,52,-112
9,85,5,45,-104
9,85,10,53,-112
9,61,0,49,40
9,61,1,52,38
9,61,5,45,40
9,61,10,53,38
9,87,0,49,-110
9,87,1,52,-139
9,87,5,45,-125
9,87,10,53,-139
9,130,0,53,41
9,130,1,56,41
9,130,5,49,41
9,130,10,57,41
9,94,0,49,-151
9,94,1,52,-151
9,94,5,45,-151
9,199,0,53,-113
9,199,1,56,-113
9,153,0,53,40
9,153,1,56,40
9,153,5,49,40
9,153,10,57,40
9,89,0,49,-182
9,89,1,52,-182
9,89,5,45,-182
9,89,10,53,-182
9,36,0,49,38
9,36,1,52,38
9,36,5,45,38
9,36,10,53,38
9,188,0,53,40
9,188,1,56,40
9,188,5,49,40
9,188,10,57,40
9,59,0,49,38
9,59,1,52,36
9,59,5,45,38
9,59,10,53,36
9,42,0,49,40
9,42,1,52,40
9,42,5,45,40
9,42,10,53,40
9,134,0,53,38
9,134,1,56,35
9,134,5,49,38
9,134,10,57,35
9,86,0,49,-112
9,86,1,52,-112
9,86,5,45,-112
9,86,10,53,-112
9,9,0,49,41
9,9,1,52,41
9,9,5,45,41
9,9,10,53,41
9,73,0,49,-112
9,73,1,52,-112
9,73,5,45,-112
9,73,10,53,-112
9,107,0,53,38
9,107,1,56,36
9,107,5,49,38
9,107,10,57,36
9,194,0,53,-167
9,194,1,56,-167
9,194,5,49,-167
9,194,10,57,-167
9,104,0,53,39
9,104,1,56,39
9,104,5,49,39
9,104,10,57,39
9,13,0,49,38
9,13,1,52,38
9,13,5,45,38
9,13,10,53,38
9,30,0,49,38
9,30,1,52,38
9,30,5,45,38
9,30,10,53,38
9,7,0,49,41
9,7,1,52,39
9,7,5,45,41
9,7,10,53,39
9,25,0,49,39
9,25,1,52,39
9,25,5,45,39
9,25,10,53,39
9,44,0,49,39
9,44,1,52,39
9,44,5,45,39
9,44,10,53,39
9,53,0,49,38
9,53,1,52,38
9,53,5,45,38
9,53,10,53,38
9,4,0,49,36
9,4,1,52,36
9,4,5,45,36
9,4,10,53,36
9,150,0,53,39
9,150,1,56,39
9,150,5,49,41
9,150,10,57,39
9,161,0,53,40
9,161,1,56,40
9,161,5,49,40
9,161,10,57,40
9,55,0,49,43
9,55,1,52,43
9,55,5,45,43
9,55,10,53,43
9,78,0,49,-140
9,78,1,52,-140
9,78,5,45,-140
9,78,10,53,-140
9,56,0,49,42
9,56,1,52,42
9,56,5,45,42
9,56,10,53,42
9,183,0,53,36
9,183,1,56,36
9,183,5,49,39
9,187,0,53,40
9,187,1,56,40
9,187,5,49,40
9,187,10,57,40
